patient_region,hospital_id,distance
"Flensburg, Stadt",95,73.65
"Flensburg, Stadt",96,73.65
"Flensburg, Stadt",97,32.42
"Flensburg, Stadt",98,32.42
"Flensburg, Stadt",240,201.84
"Flensburg, Stadt",243,273.65
"Flensburg, Stadt",249,273.65
"Flensburg, Stadt",251,247.04
"Flensburg, Stadt",253,201.84
"Flensburg, Stadt",254,247.04
"Flensburg, Stadt",256,227.78
"Flensburg, Stadt",257,246.08
"Flensburg, Stadt",260,288.55
"Flensburg, Stadt",262,227.78
"Flensburg, Stadt",269,314.1
"Flensburg, Stadt",285,192.67
"Flensburg, Stadt",309,197.05
"Flensburg, Stadt",312,198.17
"Flensburg, Stadt",314,198.17
"Flensburg, Stadt",326,273.65
"Flensburg, Stadt",328,245.16
"Flensburg, Stadt",329,245.16
"Flensburg, Stadt",330,275.14
"Flensburg, Stadt",331,245.16
"Flensburg, Stadt",332,245.16
"Flensburg, Stadt",334,275.14
"Flensburg, Stadt",335,275.14
"Flensburg, Stadt",336,197.05
"Flensburg, Stadt",344,192.67
"Flensburg, Stadt",345,192.67
"Flensburg, Stadt",346,103.6
"Flensburg, Stadt",347,103.6
"Flensburg, Stadt",355,125.4
"Flensburg, Stadt",358,125.4
"Flensburg, Stadt",361,125.4
"Flensburg, Stadt",366,144.92
"Flensburg, Stadt",367,144.92
"Flensburg, Stadt",405,213.93
"Flensburg, Stadt",415,213.93
"Flensburg, Stadt",438,103.6
"Flensburg, Stadt",455,215.1
"Flensburg, Stadt",458,176.32
"Flensburg, Stadt",587,402.2
"Flensburg, Stadt",614,423.48
"Flensburg, Stadt",615,423.48
"Flensburg, Stadt",616,423.48
"Flensburg, Stadt",617,423.48
"Flensburg, Stadt",618,423.48
"Flensburg, Stadt",619,423.48
"Flensburg, Stadt",708,466.45
"Flensburg, Stadt",709,466.45
"Flensburg, Stadt",719,452.49
"Flensburg, Stadt",780,329.83
"Flensburg, Stadt",781,329.83
"Flensburg, Stadt",825,300.49
"Flensburg, Stadt",826,300.49
"Flensburg, Stadt",827,300.49
"Flensburg, Stadt",835,294.44
"Flensburg, Stadt",836,294.44
"Flensburg, Stadt",837,294.44
"Flensburg, Stadt",838,294.44
"Flensburg, Stadt",847,265.64
"Flensburg, Stadt",848,265.64
"Flensburg, Stadt",849,265.64
"Flensburg, Stadt",853,288.82
"Flensburg, Stadt",854,288.82
"Flensburg, Stadt",879,306.03
"Flensburg, Stadt",880,306.03
"Flensburg, Stadt",881,306.03
"Flensburg, Stadt",882,306.03
"Flensburg, Stadt",883,306.03
"Flensburg, Stadt",884,306.03
"Flensburg, Stadt",1008,351.42
"Flensburg, Stadt",1009,351.42
"Flensburg, Stadt",1010,351.42
"Flensburg, Stadt",1011,351.42
"Flensburg, Stadt",1068,505.7
"Flensburg, Stadt",1069,505.7
"Flensburg, Stadt",1134,429.8
"Flensburg, Stadt",1135,429.8
"Flensburg, Stadt",1136,429.8
"Flensburg, Stadt",1137,429.8
"Flensburg, Stadt",1138,429.8
"Flensburg, Stadt",1190,423.58
"Flensburg, Stadt",1191,423.58
"Flensburg, Stadt",1192,423.58
"Flensburg, Stadt",1193,423.58
"Flensburg, Stadt",1265,439.12
"Flensburg, Stadt",1266,523.0
"Flensburg, Stadt",1267,523.0
"Flensburg, Stadt",1268,523.0
"Flensburg, Stadt",1269,523.0
"Flensburg, Stadt",1270,523.0
"Flensburg, Stadt",1288,470.47
"Flensburg, Stadt",1289,470.47
"Flensburg, Stadt",1290,470.47
"Flensburg, Stadt",1291,470.47
"Flensburg, Stadt",1348,559.17
"Flensburg, Stadt",1349,559.17
"Flensburg, Stadt",1356,582.53
"Flensburg, Stadt",1360,565.48
"Flensburg, Stadt",1361,565.48
"Flensburg, Stadt",1399,634.75
"Flensburg, Stadt",1400,634.75
"Flensburg, Stadt",1408,626.36
"Flensburg, Stadt",1419,629.25
"Flensburg, Stadt",1420,629.25
"Flensburg, Stadt",1422,610.17
"Flensburg, Stadt",1423,610.17
"Flensburg, Stadt",1424,610.17
"Flensburg, Stadt",1425,610.17
"Flensburg, Stadt",1448,583.54
"Flensburg, Stadt",1449,583.54
"Flensburg, Stadt",1450,583.54
"Flensburg, Stadt",1488,624.55
"Flensburg, Stadt",1489,624.55
"Flensburg, Stadt",1536,633.91
"Flensburg, Stadt",1537,633.91
"Flensburg, Stadt",1538,633.91
"Flensburg, Stadt",1544,665.03
"Flensburg, Stadt",1572,709.64
"Flensburg, Stadt",1573,709.64
"Flensburg, Stadt",1574,709.64
"Flensburg, Stadt",1596,695.24
"Flensburg, Stadt",1597,695.24
"Flensburg, Stadt",1608,713.74
"Flensburg, Stadt",1609,713.74
"Flensburg, Stadt",1613,747.24
"Flensburg, Stadt",1614,747.24
"Flensburg, Stadt",1615,747.24
"Flensburg, Stadt",1624,768.31
"Flensburg, Stadt",1625,768.31
"Flensburg, Stadt",1626,768.31
"Flensburg, Stadt",1627,768.31
"Flensburg, Stadt",1628,768.31
"Flensburg, Stadt",1645,654.72
"Flensburg, Stadt",1646,654.72
"Flensburg, Stadt",1647,654.72
"Flensburg, Stadt",1648,654.72
"Flensburg, Stadt",1655,652.64
"Flensburg, Stadt",1656,652.64
"Flensburg, Stadt",1657,652.64
"Flensburg, Stadt",1658,652.64
"Flensburg, Stadt",1682,696.13
"Flensburg, Stadt",1702,731.82
"Flensburg, Stadt",1703,731.82
"Flensburg, Stadt",1704,731.82
"Flensburg, Stadt",1705,731.82
"Flensburg, Stadt",1714,699.72
"Flensburg, Stadt",1715,629.16
"Flensburg, Stadt",1716,629.16
"Flensburg, Stadt",1717,629.16
"Flensburg, Stadt",1718,629.16
"Flensburg, Stadt",1719,629.16
"Flensburg, Stadt",1720,629.16
"Flensburg, Stadt",1721,629.16
"Flensburg, Stadt",1793,705.47
"Flensburg, Stadt",1794,705.47
"Flensburg, Stadt",1795,705.47
"Flensburg, Stadt",1813,684.75
"Flensburg, Stadt",1814,684.75
"Flensburg, Stadt",1815,684.75
"Flensburg, Stadt",1817,710.71
"Flensburg, Stadt",1818,710.71
"Flensburg, Stadt",1819,612.48
"Flensburg, Stadt",1824,684.93
"Flensburg, Stadt",1828,672.54
"Flensburg, Stadt",1829,672.54
"Flensburg, Stadt",1830,691.93
"Flensburg, Stadt",1831,691.93
"Flensburg, Stadt",1833,766.76
"Flensburg, Stadt",1834,766.76
"Flensburg, Stadt",1835,766.76
"Flensburg, Stadt",1836,766.76
"Flensburg, Stadt",1843,703.64
"Flensburg, Stadt",1844,703.64
"Flensburg, Stadt",1845,703.64
"Flensburg, Stadt",1887,712.63
"Flensburg, Stadt",1888,712.63
"Flensburg, Stadt",1893,743.63
"Flensburg, Stadt",1908,633.26
"Flensburg, Stadt",1909,652.43
"Flensburg, Stadt",1910,652.43
"Flensburg, Stadt",1911,652.43
"Flensburg, Stadt",1912,652.43
"Flensburg, Stadt",1913,652.43
"Flensburg, Stadt",1920,617.55
"Flensburg, Stadt",1945,558.8
"Flensburg, Stadt",1946,558.8
"Flensburg, Stadt",1956,598.93
"Flensburg, Stadt",1957,598.93
"Flensburg, Stadt",1975,576.88
"Flensburg, Stadt",1976,576.88
"Flensburg, Stadt",1977,576.88
"Flensburg, Stadt",1979,521.8
"Flensburg, Stadt",1997,520.29
"Flensburg, Stadt",1998,520.29
"Flensburg, Stadt",2003,465.9
"Flensburg, Stadt",2004,465.9
"Flensburg, Stadt",2005,482.66
"Flensburg, Stadt",2009,473.27
"Flensburg, Stadt",2017,533.92
"Flensburg, Stadt",2018,533.92
"Flensburg, Stadt",2019,533.92
"Flensburg, Stadt",2023,549.67
"Flensburg, Stadt",2024,549.67
"Flensburg, Stadt",2025,549.67
"Flensburg, Stadt",2026,549.67
"Flensburg, Stadt",2027,549.67
"Flensburg, Stadt",2028,549.67
"Flensburg, Stadt",2029,549.67
"Flensburg, Stadt",2030,549.67
"Flensburg, Stadt",2031,549.67
"Flensburg, Stadt",2032,549.67
"Flensburg, Stadt",2033,549.67
"Flensburg, Stadt",2034,549.67
"Flensburg, Stadt",2035,549.67
"Flensburg, Stadt",2036,549.67
"Flensburg, Stadt",2037,549.67
"Flensburg, Stadt",2038,549.67
"Flensburg, Stadt",2039,562.98
"Flensburg, Stadt",2055,578.05
"Flensburg, Stadt",2056,578.05
"Flensburg, Stadt",2082,462.22
"Flensburg, Stadt",2083,462.22
"Flensburg, Stadt",2084,462.22
"Flensburg, Stadt",2085,462.22
"Flensburg, Stadt",2086,462.22
"Flensburg, Stadt",2093,513.62
"Flensburg, Stadt",2096,520.46
"Flensburg, Stadt",2117,721.23
"Flensburg, Stadt",2118,721.23
"Flensburg, Stadt",2119,737.45
"Flensburg, Stadt",2120,737.45
"Flensburg, Stadt",2121,737.45
"Flensburg, Stadt",2122,708.41
"Flensburg, Stadt",2123,708.41
"Flensburg, Stadt",2133,656.37
"Flensburg, Stadt",2134,656.37
"Flensburg, Stadt",2138,662.88
"Flensburg, Stadt",2182,443.85
"Flensburg, Stadt",2183,443.85
"Flensburg, Stadt",2184,443.85
"Flensburg, Stadt",2187,604.47
"Flensburg, Stadt",2188,604.47
"Flensburg, Stadt",2193,578.53
"Flensburg, Stadt",2194,578.53
"Flensburg, Stadt",2430,138.95
"Flensburg, Stadt",2431,138.95
"Flensburg, Stadt",2432,138.95
"Flensburg, Stadt",2433,138.95
"Flensburg, Stadt",2434,138.95
"Flensburg, Stadt",2435,138.95
"Flensburg, Stadt",2436,138.95
"Flensburg, Stadt",2437,138.95
"Flensburg, Stadt",2438,138.95
"Flensburg, Stadt",2439,138.95
"Flensburg, Stadt",2440,138.95
"Flensburg, Stadt",2441,120.34
"Flensburg, Stadt",2442,120.34
"Flensburg, Stadt",2443,120.34
"Flensburg, Stadt",2444,120.34
"Flensburg, Stadt",2542,436.89
"Flensburg, Stadt",2543,436.89
"Flensburg, Stadt",2554,459.5
"Flensburg, Stadt",2565,486.7
"Flensburg, Stadt",2566,486.7
"Flensburg, Stadt",2567,486.7
"Flensburg, Stadt",2577,422.99
"Flensburg, Stadt",2699,228.53
"Flensburg, Stadt",2700,228.53
"Flensburg, Stadt",2701,228.53
"Flensburg, Stadt",2702,228.53
"Flensburg, Stadt",2727,320.93
"Flensburg, Stadt",2752,381.38
"Flensburg, Stadt",2753,381.38
"Flensburg, Stadt",2754,381.38
"Flensburg, Stadt",2755,362.4
"Flensburg, Stadt",2756,439.41
"Flensburg, Stadt",2757,439.41
"Flensburg, Stadt",2768,451.09
"Flensburg, Stadt",2769,451.09
"Flensburg, Stadt",2782,420.71
"Flensburg, Stadt",2783,420.71
"Lübeck, Hansestadt",95,92.96
"Lübeck, Hansestadt",96,92.96
"Lübeck, Hansestadt",97,159.9
"Lübeck, Hansestadt",98,159.9
"Lübeck, Hansestadt",240,134.67
"Lübeck, Hansestadt",243,168.7
"Lübeck, Hansestadt",249,168.7
"Lübeck, Hansestadt",251,175.13
"Lübeck, Hansestadt",253,134.67
"Lübeck, Hansestadt",254,175.13
"Lübeck, Hansestadt",256,127.69
"Lübeck, Hansestadt",257,153.11
"Lübeck, Hansestadt",260,161.15
"Lübeck, Hansestadt",262,127.69
"Lübeck, Hansestadt",269,186.8
"Lübeck, Hansestadt",285,97.58
"Lübeck, Hansestadt",309,55.03
"Lübeck, Hansestadt",312,36.23
"Lübeck, Hansestadt",314,36.23
"Lübeck, Hansestadt",326,168.7
"Lübeck, Hansestadt",328,127.11
"Lübeck, Hansestadt",329,127.11
"Lübeck, Hansestadt",330,139.71
"Lübeck, Hansestadt",331,127.11
"Lübeck, Hansestadt",332,127.11
"Lübeck, Hansestadt",334,139.71
"Lübeck, Hansestadt",335,139.71
"Lübeck, Hansestadt",336,55.03
"Lübeck, Hansestadt",344,97.58
"Lübeck, Hansestadt",345,97.58
"Lübeck, Hansestadt",346,89.13
"Lübeck, Hansestadt",347,89.13
"Lübeck, Hansestadt",355,107.0
"Lübeck, Hansestadt",358,107.0
"Lübeck, Hansestadt",361,107.0
"Lübeck, Hansestadt",366,38.61
"Lübeck, Hansestadt",367,38.61
"Lübeck, Hansestadt",405,58.33
"Lübeck, Hansestadt",415,58.33
"Lübeck, Hansestadt",438,89.13
"Lübeck, Hansestadt",455,52.5
"Lübeck, Hansestadt",458,88.71
"Lübeck, Hansestadt",587,238.41
"Lübeck, Hansestadt",614,261.54
"Lübeck, Hansestadt",615,261.54
"Lübeck, Hansestadt",616,261.54
"Lübeck, Hansestadt",617,261.54
"Lübeck, Hansestadt",618,261.54
"Lübeck, Hansestadt",619,261.54
"Lübeck, Hansestadt",708,302.44
"Lübeck, Hansestadt",709,302.44
"Lübeck, Hansestadt",719,290.84
"Lübeck, Hansestadt",780,168.21
"Lübeck, Hansestadt",781,168.21
"Lübeck, Hansestadt",825,136.65
"Lübeck, Hansestadt",826,136.65
"Lübeck, Hansestadt",827,136.65
"Lübeck, Hansestadt",835,133.08
"Lübeck, Hansestadt",836,133.08
"Lübeck, Hansestadt",837,133.08
"Lübeck, Hansestadt",838,133.08
"Lübeck, Hansestadt",847,106.83
"Lübeck, Hansestadt",848,106.83
"Lübeck, Hansestadt",849,106.83
"Lübeck, Hansestadt",853,146.3
"Lübeck, Hansestadt",854,146.3
"Lübeck, Hansestadt",879,150.58
"Lübeck, Hansestadt",880,150.58
"Lübeck, Hansestadt",881,150.58
"Lübeck, Hansestadt",882,150.58
"Lübeck, Hansestadt",883,150.58
"Lübeck, Hansestadt",884,150.58
"Lübeck, Hansestadt",1008,187.62
"Lübeck, Hansestadt",1009,187.62
"Lübeck, Hansestadt",1010,187.62
"Lübeck, Hansestadt",1011,187.62
"Lübeck, Hansestadt",1068,351.95
"Lübeck, Hansestadt",1069,351.95
"Lübeck, Hansestadt",1134,277.05
"Lübeck, Hansestadt",1135,277.05
"Lübeck, Hansestadt",1136,277.05
"Lübeck, Hansestadt",1137,277.05
"Lübeck, Hansestadt",1138,277.05
"Lübeck, Hansestadt",1190,285.84
"Lübeck, Hansestadt",1191,285.84
"Lübeck, Hansestadt",1192,285.84
"Lübeck, Hansestadt",1193,285.84
"Lübeck, Hansestadt",1265,277.13
"Lübeck, Hansestadt",1266,364.48
"Lübeck, Hansestadt",1267,364.48
"Lübeck, Hansestadt",1268,364.48
"Lübeck, Hansestadt",1269,364.48
"Lübeck, Hansestadt",1270,364.48
"Lübeck, Hansestadt",1288,308.28
"Lübeck, Hansestadt",1289,308.28
"Lübeck, Hansestadt",1290,308.28
"Lübeck, Hansestadt",1291,308.28
"Lübeck, Hansestadt",1348,403.78
"Lübeck, Hansestadt",1349,403.78
"Lübeck, Hansestadt",1356,429.18
"Lübeck, Hansestadt",1360,405.0
"Lübeck, Hansestadt",1361,405.0
"Lübeck, Hansestadt",1399,487.88
"Lübeck, Hansestadt",1400,487.88
"Lübeck, Hansestadt",1408,482.44
"Lübeck, Hansestadt",1419,489.11
"Lübeck, Hansestadt",1420,489.11
"Lübeck, Hansestadt",1422,464.99
"Lübeck, Hansestadt",1423,464.99
"Lübeck, Hansestadt",1424,464.99
"Lübeck, Hansestadt",1425,464.99
"Lübeck, Hansestadt",1448,444.7
"Lübeck, Hansestadt",1449,444.7
"Lübeck, Hansestadt",1450,444.7
"Lübeck, Hansestadt",1488,470.55
"Lübeck, Hansestadt",1489,470.55
"Lübeck, Hansestadt",1536,484.49
"Lübeck, Hansestadt",1537,484.49
"Lübeck, Hansestadt",1538,484.49
"Lübeck, Hansestadt",1544,513.15
"Lübeck, Hansestadt",1572,554.44
"Lübeck, Hansestadt",1573,554.44
"Lübeck, Hansestadt",1574,554.44
"Lübeck, Hansestadt",1596,545.4
"Lübeck, Hansestadt",1597,545.4
"Lübeck, Hansestadt",1608,565.61
"Lübeck, Hansestadt",1609,565.61
"Lübeck, Hansestadt",1613,602.26
"Lübeck, Hansestadt",1614,602.26
"Lübeck, Hansestadt",1615,602.26
"Lübeck, Hansestadt",1624,612.64
"Lübeck, Hansestadt",1625,612.64
"Lübeck, Hansestadt",1626,612.64
"Lübeck, Hansestadt",1627,612.64
"Lübeck, Hansestadt",1628,612.64
"Lübeck, Hansestadt",1645,509.87
"Lübeck, Hansestadt",1646,509.87
"Lübeck, Hansestadt",1647,509.87
"Lübeck, Hansestadt",1648,509.87
"Lübeck, Hansestadt",1655,506.26
"Lübeck, Hansestadt",1656,506.26
"Lübeck, Hansestadt",1657,506.26
"Lübeck, Hansestadt",1658,506.26
"Lübeck, Hansestadt",1682,557.05
"Lübeck, Hansestadt",1702,590.81
"Lübeck, Hansestadt",1703,590.81
"Lübeck, Hansestadt",1704,590.81
"Lübeck, Hansestadt",1705,590.81
"Lübeck, Hansestadt",1714,555.03
"Lübeck, Hansestadt",1715,512.31
"Lübeck, Hansestadt",1716,512.31
"Lübeck, Hansestadt",1717,512.31
"Lübeck, Hansestadt",1718,512.31
"Lübeck, Hansestadt",1719,512.31
"Lübeck, Hansestadt",1720,512.31
"Lübeck, Hansestadt",1721,512.31
"Lübeck, Hansestadt",1793,602.82
"Lübeck, Hansestadt",1794,602.82
"Lübeck, Hansestadt",1795,602.82
"Lübeck, Hansestadt",1813,565.57
"Lübeck, Hansestadt",1814,565.57
"Lübeck, Hansestadt",1815,565.57
"Lübeck, Hansestadt",1817,597.64
"Lübeck, Hansestadt",1818,597.64
"Lübeck, Hansestadt",1819,492.82
"Lübeck, Hansestadt",1824,572.3
"Lübeck, Hansestadt",1828,558.2
"Lübeck, Hansestadt",1829,558.2
"Lübeck, Hansestadt",1830,570.08
"Lübeck, Hansestadt",1831,570.08
"Lübeck, Hansestadt",1833,640.79
"Lübeck, Hansestadt",1834,640.79
"Lübeck, Hansestadt",1835,640.79
"Lübeck, Hansestadt",1836,640.79
"Lübeck, Hansestadt",1843,576.69
"Lübeck, Hansestadt",1844,576.69
"Lübeck, Hansestadt",1845,576.69
"Lübeck, Hansestadt",1887,591.18
"Lübeck, Hansestadt",1888,591.18
"Lübeck, Hansestadt",1893,638.16
"Lübeck, Hansestadt",1908,534.85
"Lübeck, Hansestadt",1909,559.19
"Lübeck, Hansestadt",1910,559.19
"Lübeck, Hansestadt",1911,559.19
"Lübeck, Hansestadt",1912,559.19
"Lübeck, Hansestadt",1913,559.19
"Lübeck, Hansestadt",1920,508.34
"Lübeck, Hansestadt",1945,453.55
"Lübeck, Hansestadt",1946,453.55
"Lübeck, Hansestadt",1956,504.99
"Lübeck, Hansestadt",1957,504.99
"Lübeck, Hansestadt",1975,474.84
"Lübeck, Hansestadt",1976,474.84
"Lübeck, Hansestadt",1977,474.84
"Lübeck, Hansestadt",1979,430.05
"Lübeck, Hansestadt",1997,403.52
"Lübeck, Hansestadt",1998,403.52
"Lübeck, Hansestadt",2003,358.82
"Lübeck, Hansestadt",2004,358.82
"Lübeck, Hansestadt",2005,376.48
"Lübeck, Hansestadt",2009,359.95
"Lübeck, Hansestadt",2017,414.95
"Lübeck, Hansestadt",2018,414.95
"Lübeck, Hansestadt",2019,414.95
"Lübeck, Hansestadt",2023,431.47
"Lübeck, Hansestadt",2024,431.47
"Lübeck, Hansestadt",2025,431.47
"Lübeck, Hansestadt",2026,431.47
"Lübeck, Hansestadt",2027,431.47
"Lübeck, Hansestadt",2028,431.47
"Lübeck, Hansestadt",2029,431.47
"Lübeck, Hansestadt",2030,431.47
"Lübeck, Hansestadt",2031,431.47
"Lübeck, Hansestadt",2032,431.47
"Lübeck, Hansestadt",2033,431.47
"Lübeck, Hansestadt",2034,431.47
"Lübeck, Hansestadt",2035,431.47
"Lübeck, Hansestadt",2036,431.47
"Lübeck, Hansestadt",2037,431.47
"Lübeck, Hansestadt",2038,431.47
"Lübeck, Hansestadt",2039,443.14
"Lübeck, Hansestadt",2055,458.04
"Lübeck, Hansestadt",2056,458.04
"Lübeck, Hansestadt",2082,330.62
"Lübeck, Hansestadt",2083,330.62
"Lübeck, Hansestadt",2084,330.62
"Lübeck, Hansestadt",2085,330.62
"Lübeck, Hansestadt",2086,330.62
"Lübeck, Hansestadt",2093,381.9
"Lübeck, Hansestadt",2096,375.81
"Lübeck, Hansestadt",2117,590.89
"Lübeck, Hansestadt",2118,590.89
"Lübeck, Hansestadt",2119,603.49
"Lübeck, Hansestadt",2120,603.49
"Lübeck, Hansestadt",2121,603.49
"Lübeck, Hansestadt",2122,573.37
"Lübeck, Hansestadt",2123,573.37
"Lübeck, Hansestadt",2133,523.18
"Lübeck, Hansestadt",2134,523.18
"Lübeck, Hansestadt",2138,526.38
"Lübeck, Hansestadt",2182,285.24
"Lübeck, Hansestadt",2183,285.24
"Lübeck, Hansestadt",2184,285.24
"Lübeck, Hansestadt",2187,441.9
"Lübeck, Hansestadt",2188,441.9
"Lübeck, Hansestadt",2193,417.13
"Lübeck, Hansestadt",2194,417.13
"Lübeck, Hansestadt",2430,246.01
"Lübeck, Hansestadt",2431,246.01
"Lübeck, Hansestadt",2432,246.01
"Lübeck, Hansestadt",2433,246.01
"Lübeck, Hansestadt",2434,246.01
"Lübeck, Hansestadt",2435,246.01
"Lübeck, Hansestadt",2436,246.01
"Lübeck, Hansestadt",2437,246.01
"Lübeck, Hansestadt",2438,246.01
"Lübeck, Hansestadt",2439,246.01
"Lübeck, Hansestadt",2440,246.01
"Lübeck, Hansestadt",2441,182.39
"Lübeck, Hansestadt",2442,182.39
"Lübeck, Hansestadt",2443,182.39
"Lübeck, Hansestadt",2444,182.39
"Lübeck, Hansestadt",2542,362.71
"Lübeck, Hansestadt",2543,362.71
"Lübeck, Hansestadt",2554,435.88
"Lübeck, Hansestadt",2565,471.26
"Lübeck, Hansestadt",2566,471.26
"Lübeck, Hansestadt",2567,471.26
"Lübeck, Hansestadt",2577,381.17
"Lübeck, Hansestadt",2699,209.93
"Lübeck, Hansestadt",2700,209.93
"Lübeck, Hansestadt",2701,209.93
"Lübeck, Hansestadt",2702,209.93
"Lübeck, Hansestadt",2727,219.36
"Lübeck, Hansestadt",2752,268.4
"Lübeck, Hansestadt",2753,268.4
"Lübeck, Hansestadt",2754,268.4
"Lübeck, Hansestadt",2755,263.51
"Lübeck, Hansestadt",2756,321.78
"Lübeck, Hansestadt",2757,321.78
"Lübeck, Hansestadt",2768,342.01
"Lübeck, Hansestadt",2769,342.01
"Lübeck, Hansestadt",2782,338.36
"Lübeck, Hansestadt",2783,338.36
"Neumünster, Stadt",95,42.91
"Neumünster, Stadt",96,42.91
"Neumünster, Stadt",97,29.87
"Neumünster, Stadt",98,29.87
"Neumünster, Stadt",240,172.54
"Neumünster, Stadt",243,243.1
"Neumünster, Stadt",249,243.1
"Neumünster, Stadt",251,218.47
"Neumünster, Stadt",253,172.54
"Neumünster, Stadt",254,218.47
"Neumünster, Stadt",256,196.97
"Neumünster, Stadt",257,215.92
"Neumünster, Stadt",260,257.14
"Neumünster, Stadt",262,196.97
"Neumünster, Stadt",269,282.78
"Neumünster, Stadt",285,161.56
"Neumünster, Stadt",309,165.78
"Neumünster, Stadt",312,168.34
"Neumünster, Stadt",314,168.34
"Neumünster, Stadt",326,243.1
"Neumünster, Stadt",328,213.84
"Neumünster, Stadt",329,213.84
"Neumünster, Stadt",330,243.57
"Neumünster, Stadt",331,213.84
"Neumünster, Stadt",332,213.84
"Neumünster, Stadt",334,243.57
"Neumünster, Stadt",335,243.57
"Neumünster, Stadt",336,165.78
"Neumünster, Stadt",344,161.56
"Neumünster, Stadt",345,161.56
"Neumünster, Stadt",346,87.02
"Neumünster, Stadt",347,87.02
"Neumünster, Stadt",355,96.16
"Neumünster, Stadt",358,96.16
"Neumünster, Stadt",361,96.16
"Neumünster, Stadt",366,113.83
"Neumünster, Stadt",367,113.83
"Neumünster, Stadt",405,187.47
"Neumünster, Stadt",415,187.47
"Neumünster, Stadt",438,87.02
"Neumünster, Stadt",455,186.99
"Neumünster, Stadt",458,158.54
"Neumünster, Stadt",587,373.51
"Neumünster, Stadt",614,396.04
"Neumünster, Stadt",615,396.04
"Neumünster, Stadt",616,396.04
"Neumünster, Stadt",617,396.04
"Neumünster, Stadt",618,396.04
"Neumünster, Stadt",619,396.04
"Neumünster, Stadt",708,437.15
"Neumünster, Stadt",709,437.15
"Neumünster, Stadt",719,425.21
"Neumünster, Stadt",780,302.42
"Neumünster, Stadt",781,302.42
"Neumünster, Stadt",825,270.95
"Neumünster, Stadt",826,270.95
"Neumünster, Stadt",827,270.95
"Neumünster, Stadt",835,264.0
"Neumünster, Stadt",836,264.0
"Neumünster, Stadt",837,264.0
"Neumünster, Stadt",838,264.0
"Neumünster, Stadt",847,234.89
"Neumünster, Stadt",848,234.89
"Neumünster, Stadt",849,234.89
"Neumünster, Stadt",853,257.25
"Neumünster, Stadt",854,257.25
"Neumünster, Stadt",879,274.84
"Neumünster, Stadt",880,274.84
"Neumünster, Stadt",881,274.84
"Neumünster, Stadt",882,274.84
"Neumünster, Stadt",883,274.84
"Neumünster, Stadt",884,274.84
"Neumünster, Stadt",1008,321.78
"Neumünster, Stadt",1009,321.78
"Neumünster, Stadt",1010,321.78
"Neumünster, Stadt",1011,321.78
"Neumünster, Stadt",1068,474.23
"Neumünster, Stadt",1069,474.23
"Neumünster, Stadt",1134,398.32
"Neumünster, Stadt",1135,398.32
"Neumünster, Stadt",1136,398.32
"Neumünster, Stadt",1137,398.32
"Neumünster, Stadt",1138,398.32
"Neumünster, Stadt",1190,392.12
"Neumünster, Stadt",1191,392.12
"Neumünster, Stadt",1192,392.12
"Neumünster, Stadt",1193,392.12
"Neumünster, Stadt",1265,408.59
"Neumünster, Stadt",1266,491.84
"Neumünster, Stadt",1267,491.84
"Neumünster, Stadt",1268,491.84
"Neumünster, Stadt",1269,491.84
"Neumünster, Stadt",1270,491.84
"Neumünster, Stadt",1288,439.97
"Neumünster, Stadt",1289,439.97
"Neumünster, Stadt",1290,439.97
"Neumünster, Stadt",1291,439.97
"Neumünster, Stadt",1348,527.76
"Neumünster, Stadt",1349,527.76
"Neumünster, Stadt",1356,551.02
"Neumünster, Stadt",1360,534.56
"Neumünster, Stadt",1361,534.56
"Neumünster, Stadt",1399,603.18
"Neumünster, Stadt",1400,603.18
"Neumünster, Stadt",1408,594.84
"Neumünster, Stadt",1419,597.84
"Neumünster, Stadt",1420,597.84
"Neumünster, Stadt",1422,578.62
"Neumünster, Stadt",1423,578.62
"Neumünster, Stadt",1424,578.62
"Neumünster, Stadt",1425,578.62
"Neumünster, Stadt",1448,552.16
"Neumünster, Stadt",1449,552.16
"Neumünster, Stadt",1450,552.16
"Neumünster, Stadt",1488,593.05
"Neumünster, Stadt",1489,593.05
"Neumünster, Stadt",1536,602.34
"Neumünster, Stadt",1537,602.34
"Neumünster, Stadt",1538,602.34
"Neumünster, Stadt",1544,633.47
"Neumünster, Stadt",1572,678.18
"Neumünster, Stadt",1573,678.18
"Neumünster, Stadt",1574,678.18
"Neumünster, Stadt",1596,663.66
"Neumünster, Stadt",1597,663.66
"Neumünster, Stadt",1608,682.16
"Neumünster, Stadt",1609,682.16
"Neumünster, Stadt",1613,715.71
"Neumünster, Stadt",1614,715.71
"Neumünster, Stadt",1615,715.71
"Neumünster, Stadt",1624,736.86
"Neumünster, Stadt",1625,736.86
"Neumünster, Stadt",1626,736.86
"Neumünster, Stadt",1627,736.86
"Neumünster, Stadt",1628,736.86
"Neumünster, Stadt",1645,623.19
"Neumünster, Stadt",1646,623.19
"Neumünster, Stadt",1647,623.19
"Neumünster, Stadt",1648,623.19
"Neumünster, Stadt",1655,621.08
"Neumünster, Stadt",1656,621.08
"Neumünster, Stadt",1657,621.08
"Neumünster, Stadt",1658,621.08
"Neumünster, Stadt",1682,664.78
"Neumünster, Stadt",1702,700.41
"Neumünster, Stadt",1703,700.41
"Neumünster, Stadt",1704,700.41
"Neumünster, Stadt",1705,700.41
"Neumünster, Stadt",1714,668.2
